sale_time,purchaser_gender
2013-02-11 01:08:35,male
2013-02-11 01:35:04,female
2013-02-11 02:00:29,female
2013-02-11 02:08:28,female
2013-02-11 02:09:32,female
2013-02-11 02:10:52,male
2013-02-11 02:44:54,female
2013-02-11 02:46:23,male
2013-02-11 02:56:21,female
2013-02-11 02:57:20,male
2013-02-11 03:06:27,female
2013-02-11 03:19:48,male
2013-02-11 03:21:09,female
2013-02-11 03:27:38,male
2013-02-11 03:28:05,male
2013-02-11 03:43:27,male
2013-02-11 03:47:28,male
2013-02-11 03:55:54,male
2013-02-11 03:55:58,female
2013-02-11 03:56:30,female
2013-02-11 04:22:25,male
2013-02-11 04:24:24,female
2013-02-11 04:25:47,female
2013-02-11 04:37:46,female
2013-02-11 04:44:40,female
2013-02-11 04:47:36,female
2013-02-11 04:49:09,male
2013-02-11 04:53:28,female
2013-02-11 04:54:37,female
2013-02-11 04:55:15,female
2013-02-11 05:00:56,male
2013-02-11 05:03:45,male
2013-02-11 05:06:33,female
2013-02-11 05:15:14,male
2013-02-11 05:15:36,female
2013-02-11 05:19:38,female
2013-02-11 05:21:25,female
2013-02-11 05:23:24,female
2013-02-11 05:28:40,female
2013-02-11 05:30:23,male
2013-02-11 05:32:31,female
2013-02-11 05:34:29,female
2013-02-11 05:37:02,male
2013-02-11 05:37:31,female
2013-02-11 05:41:17,female
2013-02-11 05:48:45,female
2013-02-11 05:51:34,female
2013-02-11 05:54:30,female
2013-02-11 05:59:56,female
2013-02-11 06:05:03,female
2013-02-11 06:06:54,female
2013-02-11 06:19:49,female
2013-02-11 06:25:44,male
2013-02-11 06:26:19,female
2013-02-11 06:27:50,female
2013-02-11 06:29:02,male
2013-02-11 06:29:21,female
2013-02-11 06:30:50,male
2013-02-11 06:31:04,male
2013-02-11 06:32:55,female
2013-02-11 06:34:59,female
2013-02-11 06:39:46,female
2013-02-11 06:42:28,male
2013-02-11 06:47:07,male
2013-02-11 06:47:08,female
2013-02-11 06:47:18,female
2013-02-11 06:49:50,female
2013-02-11 06:53:11,female
2013-02-11 07:10:07,female
2013-02-11 07:12:06,female
2013-02-11 07:14:34,female
2013-02-11 07:20:39,female
2013-02-11 07:22:26,male
2013-02-11 07:24:51,female
2013-02-11 07:25:58,male
2013-02-11 07:28:29,female
2013-02-11 07:29:02,male
2013-02-11 07:30:40,female
2013-02-11 07:31:42,female
2013-02-11 07:35:39,female
2013-02-11 07:37:54,female
2013-02-11 07:38:50,male
2013-02-11 07:40:38,male
2013-02-11 07:43:03,male
2013-02-11 07:43:15,male
2013-02-11 07:44:17,female
2013-02-11 07:48:54,female
2013-02-11 07:51:47,female
2013-02-11 07:53:32,female
2013-02-11 07:56:55,female
2013-02-11 07:57:22,male
2013-02-11 07:57:53,male
2013-02-11 07:58:07,male
2013-02-11 08:00:26,female
2013-02-11 08:04:17,female
2013-02-11 08:04:26,female
2013-02-11 08:08:23,female
2013-02-11 08:10:30,male
2013-02-11 08:10:41,male
2013-02-11 08:14:24,female
2013-02-11 08:14:35,male
2013-02-11 08:14:51,male
2013-02-11 08:17:23,female
2013-02-11 08:19:06,male
2013-02-11 08:19:16,female
2013-02-11 08:21:11,male
2013-02-11 08:24:45,female
2013-02-11 08:26:58,female
2013-02-11 08:32:05,female
2013-02-11 08:34:32,female
2013-02-11 08:34:49,female
2013-02-11 08:35:40,female
2013-02-11 08:40:07,female
2013-02-11 08:43:53,female
2013-02-11 08:44:45,female
2013-02-11 08:44:51,female
2013-02-11 08:44:55,male
2013-02-11 08:51:26,male
2013-02-11 08:54:58,female
2013-02-11 08:59:35,male
2013-02-11 08:59:49,female
2013-02-11 09:02:33,male
2013-02-11 09:06:54,female
2013-02-11 09:06:59,female
2013-02-11 09:07:04,female
2013-02-11 09:13:44,female
2013-02-11 09:13:53,male
2013-02-11 09:14:17,female
2013-02-11 09:14:17,female
2013-02-11 09:14:20,female
2013-02-11 09:14:20,female
2013-02-11 09:16:03,male
2013-02-11 09:16:40,female
2013-02-11 09:16:50,male
2013-02-11 09:19:02,female
2013-02-11 09:19:14,male
2013-02-11 09:19:24,male
2013-02-11 09:20:55,female
2013-02-11 09:27:47,male
2013-02-11 09:32:05,male
2013-02-11 09:39:00,male
2013-02-11 09:39:42,female
2013-02-11 09:42:51,female
2013-02-11 09:45:29,male
2013-02-11 09:46:36,female
2013-02-11 09:46:47,male
2013-02-11 09:47:25,female
2013-02-11 09:49:42,female
2013-02-11 09:52:59,female
2013-02-11 09:53:11,female
2013-02-11 09:58:24,male
2013-02-11 09:58:25,male
2013-02-11 09:59:00,male
2013-02-11 10:01:26,male
2013-02-11 10:04:00,female
2013-02-11 10:07:40,female
2013-02-11 10:08:38,female
2013-02-11 10:16:17,female
2013-02-11 10:17:27,female
2013-02-11 10:18:57,female
2013-02-11 10:20:03,male
2013-02-11 10:20:12,male
2013-02-11 10:22:01,male
2013-02-11 10:22:30,male
2013-02-11 10:22:55,male
2013-02-11 10:23:23,female
2013-02-11 10:23:25,female
2013-02-11 10:24:21,male
2013-02-11 10:26:42,male
2013-02-11 10:28:14,female
2013-02-11 10:30:13,female
2013-02-11 10:32:02,female
2013-02-11 10:33:11,female
2013-02-11 10:35:36,male
2013-02-11 10:36:03,female
2013-02-11 10:36:36,female
2013-02-11 10:38:27,male
2013-02-11 10:38:52,female
2013-02-11 10:40:27,female
2013-02-11 10:41:26,male
2013-02-11 10:42:05,female
2013-02-11 10:43:21,female
2013-02-11 10:43:34,female
2013-02-11 10:49:18,female
2013-02-11 10:50:21,male
2013-02-11 10:52:08,female
2013-02-11 10:53:01,female
2013-02-11 10:58:51,female
2013-02-11 11:00:04,female
2013-02-11 11:01:16,male
2013-02-11 11:01:43,female
2013-02-11 11:03:17,male
2013-02-11 11:05:29,female
2013-02-11 11:07:52,female
2013-02-11 11:10:14,male
2013-02-11 11:11:05,female
2013-02-11 11:15:34,female
2013-02-11 11:16:03,male
2013-02-11 11:19:23,female
2013-02-11 11:28:55,female
2013-02-11 11:30:23,female
2013-02-11 11:33:32,male
