sale_time,purchaser_gender
2013-06-10 01:03:10,male
2013-06-10 01:15:00,male
2013-06-10 01:36:07,male
2013-06-10 01:40:03,male
2013-06-10 01:41:30,male
2013-06-10 01:41:41,female
2013-06-10 01:50:26,female
2013-06-10 02:05:32,male
2013-06-10 02:08:24,female
2013-06-10 02:13:53,male
2013-06-10 02:23:43,female
2013-06-10 02:36:50,male
2013-06-10 02:41:41,male
2013-06-10 02:44:43,male
2013-06-10 02:47:32,male
2013-06-10 02:48:52,female
2013-06-10 02:51:49,male
2013-06-10 02:57:07,male
2013-06-10 03:02:16,male
2013-06-10 03:08:30,female
2013-06-10 03:11:04,male
2013-06-10 03:16:46,female
2013-06-10 03:20:35,male
2013-06-10 03:29:02,male
2013-06-10 03:30:32,male
2013-06-10 03:37:47,male
2013-06-10 03:39:45,male
2013-06-10 03:47:09,male
2013-06-10 03:48:32,male
2013-06-10 03:49:42,male
2013-06-10 03:50:06,male
2013-06-10 03:53:58,male
2013-06-10 03:57:15,male
2013-06-10 04:00:02,male
2013-06-10 04:01:02,male
2013-06-10 04:01:36,male
2013-06-10 04:09:40,male
2013-06-10 04:19:28,female
2013-06-10 04:29:53,female
2013-06-10 04:30:52,male
2013-06-10 04:33:52,female
2013-06-10 04:35:27,female
2013-06-10 04:37:47,female
2013-06-10 04:37:50,male
2013-06-10 04:49:30,female
2013-06-10 04:50:47,male
2013-06-10 04:52:08,male
2013-06-10 04:53:52,female
2013-06-10 04:54:27,male
2013-06-10 04:55:12,male
2013-06-10 04:56:10,male
2013-06-10 04:57:25,male
2013-06-10 04:57:55,male
2013-06-10 05:08:12,male
2013-06-10 05:09:39,male
2013-06-10 05:10:14,female
2013-06-10 05:14:59,female
2013-06-10 05:16:51,male
2013-06-10 05:17:51,female
2013-06-10 05:18:34,male
2013-06-10 05:22:58,male
2013-06-10 05:37:37,female
2013-06-10 05:47:16,female
2013-06-10 05:49:44,female
2013-06-10 05:51:46,male
2013-06-10 05:55:14,male
2013-06-10 05:57:38,male
2013-06-10 06:00:22,male
2013-06-10 06:02:26,female
2013-06-10 06:05:42,male
2013-06-10 06:05:45,male
2013-06-10 06:06:01,female
2013-06-10 06:07:35,male
2013-06-10 06:08:46,male
2013-06-10 06:16:08,female
2013-06-10 06:18:07,male
