sale_time,purchaser_gender
2013-02-04 01:22:39,male
2013-02-04 02:06:29,female
2013-02-04 02:25:23,female
2013-02-04 02:50:32,female
2013-02-04 02:53:42,female
2013-02-04 03:04:48,female
2013-02-04 03:09:18,female
2013-02-04 03:33:33,female
2013-02-04 03:40:22,female
2013-02-04 03:42:37,female
2013-02-04 03:50:37,male
2013-02-04 03:51:40,male
2013-02-04 03:57:37,female
2013-02-04 04:00:26,female
2013-02-04 04:03:46,female
2013-02-04 04:23:54,female
2013-02-04 04:27:51,female
2013-02-04 04:27:52,female
2013-02-04 04:29:09,female
2013-02-04 04:32:14,female
2013-02-04 04:36:27,female
2013-02-04 04:39:39,female
2013-02-04 04:41:04,female
2013-02-04 04:57:26,female
2013-02-04 05:10:36,female
2013-02-04 05:14:47,female
2013-02-04 05:17:40,male
2013-02-04 05:18:47,female
2013-02-04 05:23:15,female
2013-02-04 05:26:34,female
2013-02-04 05:34:28,male
2013-02-04 05:47:43,male
2013-02-04 05:48:29,female
2013-02-04 05:53:57,male
2013-02-04 06:05:43,female
2013-02-04 06:06:37,male
2013-02-04 06:14:25,female
2013-02-04 06:16:08,male
2013-02-04 06:17:12,male
2013-02-04 06:17:15,male
2013-02-04 06:18:23,male
2013-02-04 06:22:13,female
2013-02-04 06:22:17,female
2013-02-04 06:22:30,female
2013-02-04 06:26:37,male
2013-02-04 06:28:24,male
2013-02-04 06:30:28,female
2013-02-04 06:35:32,female
2013-02-04 06:37:19,male
2013-02-04 06:37:23,male
2013-02-04 06:46:36,female
2013-02-04 06:46:43,female
2013-02-04 06:48:53,male
2013-02-04 06:50:10,male
2013-02-04 06:50:30,female
2013-02-04 06:51:23,female
2013-02-04 06:55:15,female
2013-02-04 06:56:50,female
2013-02-04 06:56:52,female
2013-02-04 06:57:02,female
2013-02-04 06:57:13,female
2013-02-04 06:58:16,female
2013-02-04 07:06:51,female
2013-02-04 07:07:18,female
2013-02-04 07:11:09,male
2013-02-04 07:18:32,female
2013-02-04 07:20:51,male
2013-02-04 07:25:24,male
2013-02-04 07:30:12,male
2013-02-04 07:32:34,male
2013-02-04 07:33:40,female
2013-02-04 07:40:36,female
2013-02-04 07:46:00,female
2013-02-04 07:48:55,female
2013-02-04 07:49:06,female
2013-02-04 07:51:38,female
2013-02-04 07:54:12,female
2013-02-04 07:54:23,female
2013-02-04 08:03:25,male
2013-02-04 08:08:31,female
2013-02-04 08:13:06,male
2013-02-04 08:14:50,female
2013-02-04 08:20:08,male
2013-02-04 08:20:16,female
2013-02-04 08:26:47,female
2013-02-04 08:27:14,female
2013-02-04 08:29:40,female
2013-02-04 08:30:57,female
2013-02-04 08:32:09,male
2013-02-04 08:32:30,female
2013-02-04 08:33:21,female
2013-02-04 08:34:14,female
2013-02-04 08:36:12,female
2013-02-04 08:36:12,male
2013-02-04 08:38:13,female
2013-02-04 08:41:22,female
2013-02-04 08:47:29,male
2013-02-04 08:48:28,female
2013-02-04 08:49:49,female
2013-02-04 08:54:21,male
2013-02-04 08:56:56,female
2013-02-04 08:59:36,male
2013-02-04 09:00:29,female
2013-02-04 09:01:59,female
2013-02-04 09:11:40,female
2013-02-04 09:12:21,female
2013-02-04 09:14:48,male
2013-02-04 09:22:36,female
2013-02-04 09:25:40,male
2013-02-04 09:28:30,male
2013-02-04 09:30:55,female
2013-02-04 09:31:14,female
2013-02-04 09:35:20,female
2013-02-04 09:38:23,female
2013-02-04 09:39:23,male
2013-02-04 09:44:59,female
2013-02-04 09:46:35,male
2013-02-04 09:49:29,female
2013-02-04 09:56:09,female
2013-02-04 09:56:14,female
2013-02-04 09:57:21,male
2013-02-04 09:58:55,male
2013-02-04 10:06:29,female
2013-02-04 10:06:40,male
2013-02-04 10:09:21,female
2013-02-04 10:11:17,female
2013-02-04 10:15:33,female
2013-02-04 10:19:20,female
2013-02-04 10:19:36,female
2013-02-04 10:19:46,female
2013-02-04 10:21:52,female
2013-02-04 10:28:24,male
2013-02-04 10:29:28,female
2013-02-04 10:30:41,female
2013-02-04 10:32:05,female
2013-02-04 10:35:29,male
2013-02-04 10:35:34,male
2013-02-04 10:36:31,female
2013-02-04 10:39:11,female
2013-02-04 10:40:57,female
2013-02-04 10:42:29,male
2013-02-04 10:45:35,male
2013-02-04 10:46:16,male
2013-02-04 10:47:38,female
2013-02-04 10:49:34,female
2013-02-04 10:56:13,female
2013-02-04 10:56:49,female
2013-02-04 10:58:08,male
2013-02-04 10:59:58,female
2013-02-04 11:00:36,female
2013-02-04 11:11:34,female
2013-02-04 11:12:44,female
2013-02-04 11:16:42,female
2013-02-04 11:17:08,female
2013-02-04 11:21:46,female
2013-02-04 11:22:18,female
2013-02-04 11:25:33,female
2013-02-04 11:26:07,female
2013-02-04 11:26:13,female
2013-02-04 11:28:51,female
2013-02-04 11:32:19,female
2013-02-04 11:33:06,male
2013-02-04 11:35:52,female
2013-02-04 11:37:29,male
2013-02-04 11:40:15,male
2013-02-04 11:41:20,male
2013-02-04 11:41:35,female
2013-02-04 11:42:28,male
2013-02-04 11:42:57,female
2013-02-04 11:47:41,female
2013-02-04 11:48:51,female
2013-02-04 11:50:22,female
2013-02-04 11:50:44,male
2013-02-04 11:51:37,female
2013-02-04 11:55:13,female
2013-02-04 11:55:39,male
2013-02-04 11:55:47,male
2013-02-04 11:57:30,female
2013-02-04 11:57:59,female
2013-02-04 12:01:51,female
2013-02-04 12:06:29,female
2013-02-04 12:08:45,male
2013-02-04 12:09:18,male
2013-02-04 12:15:17,female
2013-02-04 12:16:55,female
2013-02-04 12:17:00,female
2013-02-04 12:17:03,female
2013-02-04 12:17:19,female
2013-02-04 12:17:42,male
2013-02-04 12:18:01,male
2013-02-04 12:18:22,female
2013-02-04 12:18:43,female
2013-02-04 12:23:29,male
2013-02-04 12:24:15,female
2013-02-04 12:25:23,female
2013-02-04 12:25:34,female
2013-02-04 12:27:29,female
2013-02-04 12:30:10,female
2013-02-04 12:30:44,male
2013-02-04 12:31:01,male
2013-02-04 12:35:25,female
2013-02-04 12:36:29,female
2013-02-04 12:38:32,female
2013-02-04 12:40:48,female
2013-02-04 12:46:12,female
2013-02-04 12:48:15,male
2013-02-04 12:49:25,male
2013-02-04 12:51:09,male
2013-02-04 12:53:22,female
2013-02-04 12:53:29,female
2013-02-04 12:55:27,male
2013-02-04 12:58:14,female
2013-02-04 12:59:55,male
2013-02-04 13:01:49,male
2013-02-04 13:02:40,male
2013-02-04 13:03:15,male
2013-02-04 13:07:55,female
2013-02-04 13:11:23,male
2013-02-04 13:11:41,female
