sale_time,purchaser_gender
2012-11-26 00:47:38,female
2012-11-26 01:24:56,female
2012-11-26 01:36:15,male
2012-11-26 01:38:17,female
2012-11-26 02:04:40,female
2012-11-26 02:13:04,female
2012-11-26 02:28:37,female
2012-11-26 02:41:44,female
2012-11-26 02:44:42,female
2012-11-26 03:03:53,female
2012-11-26 03:35:00,female
2012-11-26 03:36:35,female
2012-11-26 03:43:34,female
2012-11-26 03:44:08,male
2012-11-26 03:46:54,male
2012-11-26 04:01:37,female
2012-11-26 04:05:23,female
2012-11-26 04:05:34,female
2012-11-26 04:12:32,female
2012-11-26 04:22:22,female
2012-11-26 04:24:45,female
2012-11-26 04:25:08,male
2012-11-26 04:29:29,female
2012-11-26 04:30:19,male
2012-11-26 04:43:11,female
2012-11-26 04:49:08,female
2012-11-26 04:50:13,male
2012-11-26 04:51:40,female
2012-11-26 04:51:58,male
2012-11-26 04:55:31,female
2012-11-26 04:55:40,female
2012-11-26 05:01:45,male
2012-11-26 05:04:20,female
2012-11-26 05:06:08,female
2012-11-26 05:09:45,male
2012-11-26 05:10:47,male
2012-11-26 05:11:48,female
2012-11-26 05:11:53,male
2012-11-26 05:14:17,female
2012-11-26 05:14:28,female
2012-11-26 05:15:16,female
2012-11-26 05:16:40,male
2012-11-26 05:18:20,female
2012-11-26 05:25:06,female
2012-11-26 05:26:06,female
2012-11-26 05:31:50,female
2012-11-26 05:32:39,female
2012-11-26 05:36:20,male
2012-11-26 05:40:56,male
2012-11-26 05:44:19,male
2012-11-26 05:44:45,female
2012-11-26 05:48:28,female
2012-11-26 05:50:49,female
2012-11-26 05:52:35,female
2012-11-26 05:57:23,female
2012-11-26 06:01:17,female
2012-11-26 06:02:17,female
2012-11-26 06:04:02,female
2012-11-26 06:07:18,female
2012-11-26 06:08:48,female
2012-11-26 06:13:26,female
2012-11-26 06:16:16,male
2012-11-26 06:16:48,male
2012-11-26 06:17:07,male
2012-11-26 06:20:38,male
2012-11-26 06:21:08,female
2012-11-26 06:29:47,female
2012-11-26 06:30:20,male
2012-11-26 06:31:01,female
2012-11-26 06:31:20,male
2012-11-26 06:32:18,female
2012-11-26 06:32:23,female
2012-11-26 06:38:58,female
2012-11-26 06:41:23,female
2012-11-26 06:42:28,female
2012-11-26 06:47:51,male
2012-11-26 06:53:03,female
2012-11-26 06:54:17,female
2012-11-26 06:59:03,male
2012-11-26 07:00:08,male
2012-11-26 07:08:00,female
2012-11-26 07:08:40,female
2012-11-26 07:08:41,female
2012-11-26 07:10:41,female
2012-11-26 07:12:04,male
2012-11-26 07:13:07,male
2012-11-26 07:18:15,female
2012-11-26 07:19:55,female
2012-11-26 07:20:45,female
2012-11-26 07:30:11,male
2012-11-26 07:30:33,female
2012-11-26 07:32:32,female
2012-11-26 07:33:18,female
2012-11-26 07:35:09,female
2012-11-26 07:36:38,male
2012-11-26 07:37:31,male
2012-11-26 07:38:27,male
2012-11-26 07:41:17,female
2012-11-26 07:42:57,male
2012-11-26 07:45:37,female
2012-11-26 07:47:38,female
2012-11-26 07:51:55,male
2012-11-26 07:52:01,female
2012-11-26 07:52:06,male
2012-11-26 07:54:43,female
2012-11-26 07:55:47,female
2012-11-26 07:57:46,female
2012-11-26 07:58:13,female
2012-11-26 08:01:42,female
2012-11-26 08:04:23,female
2012-11-26 08:06:15,male
2012-11-26 08:07:07,male
2012-11-26 08:07:11,female
2012-11-26 08:21:21,male
2012-11-26 08:23:11,female
2012-11-26 08:27:45,female
2012-11-26 08:28:42,male
2012-11-26 08:29:33,female
2012-11-26 08:31:02,male
2012-11-26 08:32:38,male
2012-11-26 08:34:16,female
2012-11-26 08:38:31,male
2012-11-26 08:41:45,female
2012-11-26 08:43:05,female
2012-11-26 08:45:51,male
2012-11-26 08:47:43,female
2012-11-26 08:50:43,male
2012-11-26 08:51:48,female
2012-11-26 08:54:54,male
2012-11-26 08:55:05,male
2012-11-26 08:55:19,female
2012-11-26 08:56:00,male
2012-11-26 09:03:27,female
2012-11-26 09:03:31,female
2012-11-26 09:03:39,female
2012-11-26 09:04:02,female
2012-11-26 09:04:09,male
2012-11-26 09:04:09,female
2012-11-26 09:04:31,female
2012-11-26 09:08:01,female
2012-11-26 09:08:58,female
2012-11-26 09:12:52,male
2012-11-26 09:15:01,female
2012-11-26 09:16:42,female
2012-11-26 09:19:08,female
2012-11-26 09:19:42,female
2012-11-26 09:20:08,female
2012-11-26 09:20:08,female
2012-11-26 09:22:07,male
2012-11-26 09:22:38,female
2012-11-26 09:25:01,female
2012-11-26 09:30:55,female
2012-11-26 09:32:37,male
2012-11-26 09:35:14,female
2012-11-26 09:36:03,male
2012-11-26 09:38:50,female
2012-11-26 09:41:27,male
2012-11-26 09:41:56,female
2012-11-26 09:44:24,male
2012-11-26 09:51:28,female
2012-11-26 09:51:43,male
2012-11-26 09:51:46,male
2012-11-26 09:52:48,female
2012-11-26 09:53:58,female
2012-11-26 09:54:10,female
2012-11-26 09:56:57,male
2012-11-26 09:57:21,female
2012-11-26 10:03:41,male
2012-11-26 10:04:31,female
2012-11-26 10:04:58,female
2012-11-26 10:05:41,female
2012-11-26 10:07:01,female
2012-11-26 10:08:00,female
2012-11-26 10:12:45,female
2012-11-26 10:13:12,female
2012-11-26 10:15:32,female
2012-11-26 10:17:38,female
2012-11-26 10:19:15,male
2012-11-26 10:26:36,female
2012-11-26 10:30:11,male
2012-11-26 10:34:30,female
2012-11-26 10:36:22,female
2012-11-26 10:37:14,male
2012-11-26 10:38:16,male
2012-11-26 10:44:09,female
2012-11-26 10:45:03,female
2012-11-26 10:47:04,female
2012-11-26 10:47:32,female
2012-11-26 10:49:31,female
2012-11-26 10:51:56,female
2012-11-26 10:52:01,female
2012-11-26 10:52:46,female
2012-11-26 10:52:54,female
2012-11-26 11:03:38,female
2012-11-26 11:08:48,male
2012-11-26 11:10:03,female
2012-11-26 11:10:28,female
2012-11-26 11:17:07,female
2012-11-26 11:17:32,male
2012-11-26 11:18:39,female
2012-11-26 11:18:40,female
2012-11-26 11:20:02,male
2012-11-26 11:20:08,female
2012-11-26 11:29:36,male
2012-11-26 11:30:05,female
2012-11-26 11:33:31,female
2012-11-26 11:34:03,female
2012-11-26 11:42:07,male
2012-11-26 11:42:55,male
2012-11-26 11:44:45,female
2012-11-26 11:47:26,female
2012-11-26 11:48:45,female
2012-11-26 11:50:50,female
2012-11-26 11:52:27,male
2012-11-26 11:53:11,female
2012-11-26 11:53:12,female
2012-11-26 11:55:08,female
2012-11-26 11:55:26,male
2012-11-26 11:56:37,male
2012-11-26 11:57:02,female
2012-11-26 11:57:57,female
2012-11-26 11:58:51,female
2012-11-26 11:59:31,female
2012-11-26 12:00:08,female
2012-11-26 12:01:24,female
2012-11-26 12:04:01,female
2012-11-26 12:05:12,female
2012-11-26 12:10:51,female
2012-11-26 12:11:11,female
2012-11-26 12:13:34,female
2012-11-26 12:13:57,female
2012-11-26 12:14:02,female
2012-11-26 12:16:26,female
2012-11-26 12:16:38,female
2012-11-26 12:18:12,female
2012-11-26 12:20:16,male
2012-11-26 12:20:55,female
2012-11-26 12:21:54,male
2012-11-26 12:22:07,female
2012-11-26 12:23:55,female
2012-11-26 12:24:26,male
2012-11-26 12:25:13,female
2012-11-26 12:26:30,female
2012-11-26 12:30:25,female
2012-11-26 12:32:05,female
2012-11-26 12:34:39,male
2012-11-26 12:34:39,female
2012-11-26 12:35:12,male
2012-11-26 12:35:56,female
2012-11-26 12:36:12,female
2012-11-26 12:37:48,male
2012-11-26 12:40:38,female
2012-11-26 12:40:44,female
2012-11-26 12:43:05,female
2012-11-26 12:43:11,female
2012-11-26 12:44:02,male
2012-11-26 12:44:09,male
2012-11-26 12:44:40,female
2012-11-26 12:46:28,female
2012-11-26 12:47:07,female
2012-11-26 12:48:29,female
2012-11-26 12:50:32,male
2012-11-26 12:50:35,female
2012-11-26 12:52:08,female
2012-11-26 12:56:56,female
2012-11-26 13:05:41,female
2012-11-26 13:05:56,female
2012-11-26 13:07:03,female
2012-11-26 13:08:48,female
2012-11-26 13:10:21,female
2012-11-26 13:11:50,female
2012-11-26 13:13:21,female
2012-11-26 13:13:34,male
2012-11-26 13:17:50,female
2012-11-26 13:19:22,female
2012-11-26 13:20:07,female
2012-11-26 13:22:19,female
2012-11-26 13:26:53,female
2012-11-26 13:28:07,female
2012-11-26 13:30:42,female
2012-11-26 13:31:58,male
2012-11-26 13:32:05,male
2012-11-26 13:34:04,female
2012-11-26 13:35:33,male
2012-11-26 13:36:40,male
2012-11-26 13:38:11,female
2012-11-26 13:40:03,female
2012-11-26 13:42:42,female
2012-11-26 13:42:48,male
2012-11-26 13:45:57,male
2012-11-26 13:46:03,male
2012-11-26 13:46:34,female
2012-11-26 13:46:53,female
2012-11-26 13:46:59,female
2012-11-26 13:47:59,male
2012-11-26 13:49:58,female
2012-11-26 13:52:33,female
2012-11-26 13:54:31,female
2012-11-26 13:56:33,female
2012-11-26 13:57:38,male
2012-11-26 13:58:26,male
2012-11-26 14:00:33,female
2012-11-26 14:01:17,female
2012-11-26 14:01:56,male
2012-11-26 14:04:46,male
2012-11-26 14:08:08,female
2012-11-26 14:09:08,female
2012-11-26 14:11:24,female
2012-11-26 14:11:44,female
2012-11-26 14:13:03,male
2012-11-26 14:14:35,male
2012-11-26 14:14:46,female
2012-11-26 14:14:47,male
2012-11-26 14:20:02,female
2012-11-26 14:20:10,female
2012-11-26 14:25:48,male
2012-11-26 14:26:48,female
2012-11-26 14:28:08,male
2012-11-26 14:28:47,male
2012-11-26 14:30:55,female
2012-11-26 14:31:01,female
2012-11-26 14:31:31,female
2012-11-26 14:33:41,female
2012-11-26 14:36:46,male
