sale_time,purchaser_gender
2013-06-24 00:42:17,male
2013-06-24 00:51:31,male
2013-06-24 01:14:20,male
2013-06-24 01:23:18,female
2013-06-24 01:31:36,female
2013-06-24 01:34:36,male
2013-06-24 01:47:41,female
2013-06-24 01:49:37,male
2013-06-24 02:01:18,female
2013-06-24 02:10:14,male
2013-06-24 02:13:16,male
2013-06-24 02:18:44,female
2013-06-24 02:22:24,female
2013-06-24 02:24:38,female
2013-06-24 02:37:50,female
2013-06-24 02:53:05,male
2013-06-24 02:57:10,female
2013-06-24 03:23:38,female
2013-06-24 03:27:40,female
2013-06-24 03:30:29,male
2013-06-24 03:32:12,male
2013-06-24 03:37:18,male
2013-06-24 03:49:12,male
2013-06-24 03:51:13,female
2013-06-24 03:55:55,female
2013-06-24 04:00:16,female
2013-06-24 04:01:11,female
2013-06-24 04:05:28,male
2013-06-24 04:12:14,male
2013-06-24 04:15:42,female
2013-06-24 04:16:37,male
2013-06-24 04:19:35,female
2013-06-24 04:27:11,female
2013-06-24 04:31:05,male
2013-06-24 04:43:45,male
2013-06-24 04:45:25,female
2013-06-24 04:47:03,male
2013-06-24 04:48:21,female
2013-06-24 04:48:43,male
2013-06-24 04:55:41,male
2013-06-24 05:01:50,male
2013-06-24 05:12:58,female
2013-06-24 05:13:23,male
2013-06-24 05:20:07,male
2013-06-24 05:24:50,male
2013-06-24 05:26:34,male
2013-06-24 05:29:42,male
2013-06-24 05:32:35,male
2013-06-24 05:33:40,male
2013-06-24 05:35:16,female
2013-06-24 05:35:50,male
2013-06-24 05:41:17,male
2013-06-24 05:45:26,male
2013-06-24 05:48:01,male
2013-06-24 05:48:05,male
2013-06-24 05:50:24,female
2013-06-24 05:50:45,male
2013-06-24 05:54:36,female
2013-06-24 06:00:21,male
2013-06-24 06:03:52,female
2013-06-24 06:03:59,female
2013-06-24 06:04:27,female
2013-06-24 06:07:02,female
2013-06-24 06:07:17,female
2013-06-24 06:09:37,male
2013-06-24 06:10:22,male
2013-06-24 06:11:35,male
2013-06-24 06:11:44,female
2013-06-24 06:13:14,female
2013-06-24 06:15:01,male
2013-06-24 06:20:27,male
2013-06-24 06:20:57,male
2013-06-24 06:21:36,male
2013-06-24 06:23:17,female
2013-06-24 06:23:52,female
2013-06-24 06:26:07,male
2013-06-24 06:30:15,male
2013-06-24 06:34:39,male
2013-06-24 06:36:47,male
2013-06-24 06:46:43,male
2013-06-24 06:47:13,female
2013-06-24 06:47:39,male
2013-06-24 06:54:53,male
2013-06-24 06:56:10,female
2013-06-24 06:56:42,female
2013-06-24 06:57:25,male
2013-06-24 06:57:35,female
2013-06-24 06:58:01,female
2013-06-24 07:00:26,male
2013-06-24 07:01:28,female
2013-06-24 07:02:25,male
2013-06-24 07:03:51,male
2013-06-24 07:04:17,female
2013-06-24 07:17:18,female
2013-06-24 07:19:16,female
2013-06-24 07:20:16,female
2013-06-24 07:20:22,female
2013-06-24 07:22:44,male
2013-06-24 07:26:35,female
2013-06-24 07:26:50,male
2013-06-24 07:32:43,male
2013-06-24 07:33:05,female
2013-06-24 07:37:55,male
2013-06-24 07:38:06,male
2013-06-24 07:42:55,male
2013-06-24 07:46:33,female
2013-06-24 07:46:42,male
2013-06-24 07:47:51,male
2013-06-24 07:52:34,female
2013-06-24 07:53:44,male
2013-06-24 07:56:23,male
2013-06-24 07:59:26,female
2013-06-24 08:02:04,female
2013-06-24 08:02:23,male
2013-06-24 08:03:44,male
2013-06-24 08:03:52,male
2013-06-24 08:07:10,female
2013-06-24 08:07:29,male
2013-06-24 08:08:07,male
2013-06-24 08:10:47,male
2013-06-24 08:11:46,female
2013-06-24 08:17:18,female
2013-06-24 08:18:14,male
2013-06-24 08:19:54,female
2013-06-24 08:20:39,male
2013-06-24 08:23:26,male
2013-06-24 08:25:10,male
2013-06-24 08:25:50,male
2013-06-24 08:26:49,female
2013-06-24 08:26:55,female
2013-06-24 08:26:57,male
2013-06-24 08:27:51,male
2013-06-24 08:32:13,male
2013-06-24 08:32:48,female
2013-06-24 08:33:26,male
2013-06-24 08:34:33,female
2013-06-24 08:36:25,male
2013-06-24 08:38:24,female
2013-06-24 08:40:51,female
2013-06-24 08:42:17,male
2013-06-24 08:43:50,male
2013-06-24 08:44:49,female
2013-06-24 08:46:03,female
2013-06-24 08:48:46,male
2013-06-24 08:49:30,female
2013-06-24 08:53:01,female
2013-06-24 08:54:29,male
2013-06-24 08:55:08,female
2013-06-24 08:55:54,male
2013-06-24 08:56:07,male
2013-06-24 08:57:25,male
2013-06-24 09:01:25,male
2013-06-24 09:06:26,female
2013-06-24 09:06:39,female
2013-06-24 09:10:48,female
2013-06-24 09:13:18,male
2013-06-24 09:13:20,male
2013-06-24 09:13:43,male
2013-06-24 09:16:03,male
2013-06-24 09:17:18,female
2013-06-24 09:17:53,female
2013-06-24 09:18:15,male
2013-06-24 09:19:34,male
2013-06-24 09:21:34,male
2013-06-24 09:21:57,male
2013-06-24 09:24:10,male
2013-06-24 09:25:08,male
2013-06-24 09:25:20,male
2013-06-24 09:25:26,male
2013-06-24 09:25:41,female
2013-06-24 09:25:54,male
2013-06-24 09:27:36,male
2013-06-24 09:28:18,female
2013-06-24 09:29:39,male
2013-06-24 09:30:50,male
2013-06-24 09:31:28,female
2013-06-24 09:36:56,male
2013-06-24 09:38:26,male
2013-06-24 09:40:30,male
2013-06-24 09:41:34,male
2013-06-24 09:42:41,male
2013-06-24 09:43:46,female
2013-06-24 09:44:31,male
2013-06-24 09:49:51,male
2013-06-24 09:50:27,male
2013-06-24 09:53:05,female
2013-06-24 09:53:05,male
2013-06-24 09:54:01,female
2013-06-24 09:54:13,female
2013-06-24 09:59:00,male
2013-06-24 09:59:25,male
2013-06-24 09:59:27,male
2013-06-24 10:04:59,male
2013-06-24 10:06:47,female
2013-06-24 10:07:06,female
2013-06-24 10:09:41,female
2013-06-24 10:10:35,female
2013-06-24 10:13:44,male
2013-06-24 10:14:50,male
2013-06-24 10:17:00,male
2013-06-24 10:17:58,male
2013-06-24 10:18:12,male
2013-06-24 10:19:04,female
2013-06-24 10:19:56,male
2013-06-24 10:24:58,male
2013-06-24 10:32:53,female
2013-06-24 10:34:17,male
2013-06-24 10:35:45,female
2013-06-24 10:39:27,male
2013-06-24 10:39:53,male
2013-06-24 10:40:21,male
2013-06-24 10:41:27,male
2013-06-24 10:42:08,female
2013-06-24 10:44:36,male
2013-06-24 10:45:57,female
2013-06-24 10:46:01,female
2013-06-24 10:46:18,male
2013-06-24 10:51:23,male
2013-06-24 10:52:03,male
2013-06-24 10:53:46,male
2013-06-24 10:54:27,male
2013-06-24 10:55:53,female
2013-06-24 10:57:05,male
2013-06-24 10:57:53,female
2013-06-24 10:58:00,male
2013-06-24 10:59:54,male
2013-06-24 11:03:16,male
2013-06-24 11:05:32,female
2013-06-24 11:05:53,female
2013-06-24 11:07:01,male
2013-06-24 11:07:12,male
2013-06-24 11:07:35,female
2013-06-24 11:07:41,female
2013-06-24 11:12:49,female
2013-06-24 11:13:38,female
2013-06-24 11:14:08,male
2013-06-24 11:14:11,male
2013-06-24 11:19:40,female
2013-06-24 11:19:54,male
2013-06-24 11:22:02,male
2013-06-24 11:22:10,male
2013-06-24 11:22:37,female
2013-06-24 11:22:39,female
2013-06-24 11:25:07,male
2013-06-24 11:31:09,female
2013-06-24 11:31:12,female
2013-06-24 11:32:56,female
2013-06-24 11:33:21,male
2013-06-24 11:33:24,female
2013-06-24 11:34:08,male
2013-06-24 11:34:29,female
2013-06-24 11:34:30,female
2013-06-24 11:36:00,female
2013-06-24 11:40:12,male
2013-06-24 11:44:13,male
2013-06-24 11:44:15,female
2013-06-24 11:47:00,female
2013-06-24 11:47:26,male
2013-06-24 11:47:35,female
2013-06-24 11:48:08,male
2013-06-24 11:48:53,female
2013-06-24 11:49:36,male
2013-06-24 11:50:13,female
2013-06-24 11:51:31,male
2013-06-24 11:52:46,male
2013-06-24 11:54:34,male
2013-06-24 12:02:24,male
2013-06-24 12:02:49,female
2013-06-24 12:03:21,male
2013-06-24 12:04:57,female
2013-06-24 12:08:41,male
2013-06-24 12:09:49,male
2013-06-24 12:10:41,female
2013-06-24 12:12:22,male
2013-06-24 12:15:06,female
2013-06-24 12:19:42,female
2013-06-24 12:22:37,male
2013-06-24 12:22:40,female
2013-06-24 12:24:36,male
2013-06-24 12:24:38,female
2013-06-24 12:25:16,female
2013-06-24 12:27:49,male
2013-06-24 12:28:18,male
2013-06-24 12:28:22,male
2013-06-24 12:30:01,male
2013-06-24 12:31:33,female
2013-06-24 12:32:50,male
2013-06-24 12:33:34,female
2013-06-24 12:37:06,male
2013-06-24 12:39:30,male
2013-06-24 12:42:51,male
2013-06-24 12:43:50,male
2013-06-24 12:44:58,female
2013-06-24 12:47:21,male
2013-06-24 12:47:41,male
