sale_time,purchaser_gender
2013-08-05 00:34:35,male
2013-08-05 00:56:19,female
2013-08-05 00:57:18,female
2013-08-05 01:30:25,male
2013-08-05 01:39:08,male
2013-08-05 01:53:30,male
2013-08-05 02:08:42,male
2013-08-05 02:13:22,male
2013-08-05 02:17:11,female
2013-08-05 02:23:16,male
2013-08-05 02:28:00,female
2013-08-05 02:28:51,male
2013-08-05 03:02:25,female
2013-08-05 03:04:31,female
2013-08-05 03:18:36,male
2013-08-05 03:25:32,male
2013-08-05 03:26:33,male
2013-08-05 03:34:01,male
2013-08-05 03:35:45,male
2013-08-05 03:47:29,male
2013-08-05 03:55:14,male
2013-08-05 04:00:26,female
2013-08-05 04:04:33,female
2013-08-05 04:04:43,female
2013-08-05 04:06:07,male
2013-08-05 04:07:52,female
2013-08-05 04:09:58,female
2013-08-05 04:10:00,male
2013-08-05 04:10:30,female
2013-08-05 04:26:03,female
2013-08-05 04:27:29,male
2013-08-05 04:27:54,male
2013-08-05 04:30:07,male
2013-08-05 04:30:26,male
2013-08-05 04:36:22,male
2013-08-05 04:40:44,male
2013-08-05 04:42:17,male
2013-08-05 04:53:15,female
2013-08-05 04:55:36,male
2013-08-05 04:59:02,female
2013-08-05 04:59:27,male
2013-08-05 05:01:07,female
2013-08-05 05:08:14,female
2013-08-05 05:16:23,female
2013-08-05 05:23:49,male
2013-08-05 05:27:01,female
2013-08-05 05:28:22,male
2013-08-05 05:33:51,male
2013-08-05 05:38:40,male
2013-08-05 05:40:50,male
2013-08-05 05:49:05,female
2013-08-05 05:50:08,male
2013-08-05 05:50:45,male
2013-08-05 05:54:10,female
2013-08-05 05:58:06,male
2013-08-05 06:01:11,male
2013-08-05 06:03:08,male
2013-08-05 06:03:24,female
2013-08-05 06:08:42,female
2013-08-05 06:09:55,female
2013-08-05 06:10:11,female
2013-08-05 06:13:43,female
2013-08-05 06:20:05,female
2013-08-05 06:28:27,female
2013-08-05 06:29:02,male
2013-08-05 06:31:22,female
2013-08-05 06:35:15,male
2013-08-05 06:37:24,male
2013-08-05 06:40:20,male
2013-08-05 06:43:17,male
2013-08-05 06:49:42,female
2013-08-05 06:53:04,male
2013-08-05 07:02:02,male
2013-08-05 07:04:53,male
2013-08-05 07:07:32,male
2013-08-05 07:08:47,female
2013-08-05 07:16:51,male
2013-08-05 07:20:09,male
2013-08-05 07:21:23,female
2013-08-05 07:22:47,female
2013-08-05 07:24:01,male
2013-08-05 07:27:21,male
2013-08-05 07:28:42,male
2013-08-05 07:32:06,male
2013-08-05 07:34:31,female
2013-08-05 07:35:03,male
2013-08-05 07:35:15,male
2013-08-05 07:36:33,male
2013-08-05 07:36:47,female
2013-08-05 07:44:30,male
2013-08-05 07:45:35,male
2013-08-05 07:47:32,male
2013-08-05 07:47:48,male
2013-08-05 07:48:25,male
