sale_time,purchaser_gender
2013-08-26 00:56:37,female
2013-08-26 01:02:33,female
2013-08-26 01:37:06,male
2013-08-26 02:30:35,male
2013-08-26 02:34:18,male
2013-08-26 02:42:26,male
2013-08-26 02:46:03,male
2013-08-26 02:49:52,female
2013-08-26 02:51:18,male
2013-08-26 02:56:18,female
2013-08-26 02:57:10,male
2013-08-26 02:58:31,female
2013-08-26 03:00:23,male
2013-08-26 03:03:08,male
2013-08-26 03:09:24,male
2013-08-26 03:12:09,male
2013-08-26 03:13:55,male
2013-08-26 03:16:51,male
2013-08-26 03:19:48,female
2013-08-26 03:23:15,male
2013-08-26 03:25:19,male
2013-08-26 03:29:33,male
2013-08-26 03:39:46,male
2013-08-26 03:41:51,male
2013-08-26 03:44:49,male
2013-08-26 03:48:12,male
2013-08-26 03:51:23,male
2013-08-26 03:52:35,female
2013-08-26 03:53:26,male
2013-08-26 04:02:01,female
2013-08-26 04:02:33,female
2013-08-26 04:03:57,male
2013-08-26 04:04:12,male
2013-08-26 04:08:33,female
2013-08-26 04:14:35,female
2013-08-26 04:15:28,male
2013-08-26 04:16:38,male
2013-08-26 04:24:32,male
2013-08-26 04:40:01,male
2013-08-26 04:41:27,male
2013-08-26 04:42:22,female
2013-08-26 04:44:50,female
2013-08-26 04:45:50,male
2013-08-26 04:47:28,male
2013-08-26 05:06:35,male
2013-08-26 05:06:44,male
2013-08-26 05:07:03,female
2013-08-26 05:07:12,male
2013-08-26 05:08:22,female
2013-08-26 05:08:52,male
2013-08-26 05:11:16,female
2013-08-26 05:17:27,male
2013-08-26 05:22:38,female
2013-08-26 05:24:06,male
2013-08-26 05:24:45,female
2013-08-26 05:24:55,male
2013-08-26 05:29:37,male
2013-08-26 05:36:12,male
2013-08-26 05:40:51,female
2013-08-26 05:41:16,male
2013-08-26 05:43:59,male
2013-08-26 05:46:59,male
2013-08-26 05:48:43,male
2013-08-26 05:49:52,male
2013-08-26 05:55:43,male
2013-08-26 06:00:21,male
2013-08-26 06:00:45,male
2013-08-26 06:01:13,female
2013-08-26 06:02:04,male
2013-08-26 06:03:26,male
2013-08-26 06:03:48,female
2013-08-26 06:06:24,male
2013-08-26 06:07:14,male
2013-08-26 06:07:58,female
2013-08-26 06:09:35,female
2013-08-26 06:14:10,male
2013-08-26 06:14:16,male
2013-08-26 06:18:05,male
2013-08-26 06:18:06,female
2013-08-26 06:20:51,male
2013-08-26 06:21:01,female
2013-08-26 06:22:31,male
2013-08-26 06:23:55,female
2013-08-26 06:26:18,male
2013-08-26 06:33:07,male
2013-08-26 06:33:16,male
2013-08-26 06:33:36,female
2013-08-26 06:33:55,male
2013-08-26 06:35:55,female
2013-08-26 06:40:23,male
2013-08-26 06:40:32,male
2013-08-26 06:40:44,female
2013-08-26 06:45:09,female
2013-08-26 06:47:03,female
2013-08-26 06:51:09,male
2013-08-26 06:52:13,male
2013-08-26 06:53:30,female
2013-08-26 06:54:33,male
2013-08-26 06:55:46,male
2013-08-26 06:57:20,female
2013-08-26 06:59:09,male
2013-08-26 07:00:36,female
2013-08-26 07:02:26,male
2013-08-26 07:04:34,male
2013-08-26 07:04:50,male
2013-08-26 07:07:04,female
2013-08-26 07:08:04,female
2013-08-26 07:09:09,female
2013-08-26 07:10:47,male
2013-08-26 07:12:10,male
2013-08-26 07:12:16,male
2013-08-26 07:15:59,female
2013-08-26 07:16:38,female
2013-08-26 07:17:29,female
2013-08-26 07:20:21,male
2013-08-26 07:20:54,male
2013-08-26 07:22:33,female
2013-08-26 07:24:54,male
2013-08-26 07:25:32,female
2013-08-26 07:26:02,male
2013-08-26 07:27:40,male
2013-08-26 07:30:01,male
2013-08-26 07:31:11,male
2013-08-26 07:32:17,male
2013-08-26 07:32:39,female
2013-08-26 07:33:26,male
2013-08-26 07:34:33,female
2013-08-26 07:35:16,female
2013-08-26 07:38:04,female
